Algorithm Name,X,Y,Z,Frequency,Amplitude,Phase,Fx,Fy,Fz,ZFP Rate,SVD K,FFT Ratio,Mean Compress Time,Mean Decompress Time,Mean MSE,Original Size,Mean Compressed Size,Max Error,Max Error Original Value,Max Error Decompressed Value
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,1,,,7.22e-06,1.058e-05,0.000399516754574489,3528,140,0.0701361223395036,0.0564642473395036,-0.013671875
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,2,,,1.018e-05,2.88e-06,7.53095183109769e-05,3528,236,0.030994854333866,0.029552020666134,0.060546875
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,3,,,1.444e-05,4.12e-06,2.13373846839823e-05,3528,332,0.0205875408332807,0.0963558185417193,0.116943359375
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,4,,,8.02e-06,4.38e-06,6.38245247486138e-06,3528,428,0.00902647531674645,0.0564642473395036,0.06549072265625
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,5,,,9.2e-06,4.94e-06,2.08000278196508e-06,3528,524,0.00578224235658162,0.0644217687237691,0.0586395263671875
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,6,,,9.38e-06,4.7e-06,5.29853565947016e-07,3528,620,0.00301501538320881,0.0389418342308651,0.0359268188476562
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,7,,,9.04e-06,4.84e-06,1.55674831567541e-07,3528,716,0.00169288688783162,0.0644217687237691,0.0627288818359375
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,8,,,9.84e-06,5.16e-06,3.03872883792867e-08,3528,812,0.000649567185683181,0.0644217687237691,0.0637722015380859
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,9,,,9.82e-06,5.24e-06,9.43703816707633e-09,3528,908,0.000372506348417415,0.0963558185417193,0.0967283248901367
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,10,,,1.038e-05,6.02e-06,2.02293303594311e-09,3528,1004,0.000178222120957444,0.0644217687237691,0.0645999908447266
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,11,,,1.08e-05,6.18e-06,5.94186672227665e-10,3528,1100,8.83114021283521e-05,0.0963558185417193,0.0964441299438477
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,12,,,1.124e-05,6.44e-06,1.30486866542262e-10,3528,1196,4.49447027134897e-05,0.0841470984807897,0.0841021537780762
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,13,,,1.27e-05,8.36e-06,3.51261088233809e-11,3528,1292,2.53569061812592e-05,0.0479425538604203,0.0479679107666016
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,14,,,1.296e-05,8.14e-06,8.22771582638168e-12,3528,1388,1.21039759684305e-05,0.0644217687237691,0.0644338726997375
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,15,,,1.242e-05,9e-06,1.81691245705307e-12,3528,1484,4.4519547407057e-06,0.0717356090899523,0.071740061044693
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,16,,,1.432e-05,9.56e-06,5.44529572934963e-13,3528,1580,3.84128208644197e-06,0.0644217687237691,0.0644256100058556
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,17,,,1.512e-05,1.064e-05,1.31750258244787e-13,3528,1676,1.50732059937819e-06,0.0783326909627483,0.078331183642149
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,18,,,1.538e-05,1.262e-05,3.92609739874867e-14,3528,1772,7.38545386791412e-07,0.0841470984807897,0.0841463599354029
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,19,,,1.656e-05,1.306e-05,7.59199927348654e-15,3528,1868,3.00309402873067e-07,0.0644217687237691,0.0644214684143662
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,20,,,2.148e-05,1.41e-05,2.03415352105442e-15,3528,1964,2.04211747331651e-07,0.0479425538604203,0.0479427580721676
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,21,,,1.768e-05,1.43e-05,5.43992371357854e-16,3528,2060,8.12157671947755e-08,0.0644217687237691,0.0644216875080019
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,22,,,1.72e-05,1.11e-05,1.16706728888647e-16,3528,2156,3.65348520742215e-08,0.0963558185417193,0.0963557820068672
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,23,,,1.856e-05,1.226e-05,3.39539483354975e-17,3528,2252,2.16435265022741e-08,0.029552020666134,0.0295520423096605
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,24,,,2.184e-05,1.31e-05,8.76769147474754e-18,3528,2348,1.17709711144887e-08,0.0644217687237691,0.0644217804947402
ZFP,9,7,7,1,0.1,0,0.1,0.1,0.1,25,,,2.73e-05,1.79e-05,2.09814930507772e-18,3528,2444,5.67525033912109e-09,0.0717356090899523,0.0717356147652026
