Algorithm Name,X,Y,Z,Frequency,Amplitude,Phase,Fx,Fy,Fz,ZFP Rate,SVD K,FFT Ratio,Mean Compress Time,Mean Decompress Time,Mean MSE,Original Size,Mean Compressed Size,Max Error,Max Error Original Value,Max Error Decompressed Value
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,1,,,8.3e-06,8.706e-05,0.000242522772479315,3920,140,0.0626763776604964,0.0564642473395036,0.119140625
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,2,,,6.66e-06,3.64e-06,6.93273335750277e-05,3920,236,0.0347097034100477,0.0717356090899523,0.1064453125
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,3,,,8.8e-06,1.526e-05,1.71028495792834e-05,3920,332,0.0146797937762309,0.0644217687237691,0.0791015625
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,4,,,2.134e-05,5.46e-06,5.55251632463712e-06,3920,428,0.0112900993628849,0.0389418342308651,0.05023193359375
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,5,,,1.072e-05,4.31e-05,1.63767895141337e-06,3920,524,0.00526832393370229,0.0717356090899523,0.06646728515625
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,6,,,9.64e-06,5.6e-06,4.20701708214865e-07,3920,620,0.00232780403013713,0.0644217687237691,0.0667495727539062
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,7,,,2.21e-05,1.098e-05,1.23461623203126e-07,3920,716,0.00153147209012792,0.0891207360061435,0.0875892639160156
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,8,,,1.554e-05,1.044e-05,2.77259222847538e-08,3920,812,0.000691928503048025,0.029552020666134,0.0288600921630859
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,9,,,1.968e-05,1.336e-05,7.35759199501785e-09,3920,908,0.000305774628250599,0.0841470984807897,0.0838413238525391
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,10,,,1.998e-05,1.456e-05,1.72720169783859e-09,3920,1004,0.000153905544964833,0.0932039085967226,0.0930500030517578
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,11,,,1.872e-05,1.314e-05,4.61156172584687e-10,3920,1100,9.66690810947218e-05,0.0891207360061435,0.0890240669250488
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,12,,,2.244e-05,1.158e-05,9.70773847293606e-11,3920,1196,3.87657005327807e-05,0.0963558185417193,0.0963170528411865
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,13,,,1.986e-05,1.342e-05,2.64910348791555e-11,3920,1292,2.06156904862045e-05,0.0564642473395035,0.0564436316490173
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,14,,,4.636e-05,1.488e-05,6.53736023195075e-12,3920,1388,1.17790382367366e-05,0.0963558185417193,0.0963675975799561
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,15,,,1.602e-05,1.448e-05,1.791893777434e-12,3920,1484,5.30058030596969e-06,0.0644217687237691,0.0644164681434631
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,16,,,1.582e-05,1.198e-05,3.82241985307336e-13,3920,1580,3.2587042737009e-06,0.0841470984807897,0.084143839776516
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,17,,,1.62e-05,1.082e-05,1.01752678484373e-13,3920,1676,1.22517983454362e-06,0.0783326909627483,0.0783339161425829
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,18,,,1.96e-05,1.014e-05,2.53092195272389e-14,3920,1772,5.81737103919067e-07,0.0891207360061435,0.0891201542690396
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,19,,,1.66e-05,1.076e-05,6.44604723162824e-15,3920,1868,3.24590904904332e-07,0.0783326909627483,0.0783330155536532
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,20,,,1.65e-05,1.256e-05,1.6877711493714e-15,3920,1964,2.07345428923644e-07,0.0891207360061435,0.0891205286607146
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,21,,,1.688e-05,1.132e-05,3.36745376601563e-16,3920,2060,7.29833642965083e-08,0.0997494986604054,0.0997495716437697
ZFP,10,7,7,1,0.1,0,0.1,0.1,0.1,22,,,1.592e-05,1.314e-05,1.22481701881413e-16,3920,2156,5.38260061383466e-08,0.0644217687237691,0.0644218225497752
