Algorithm Name,X,Y,Z,Frequency,Amplitude,Phase,Fx,Fy,Fz,Rate,K,Compression Ratio,Mean Compress Time,Mean Decompress Time,Mean MSE,Original Size,Mean Compressed Size,Max Error,Max Error Original Value,Max Error Decompressed Value
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.1,61,1,0.1,2.931e-05,2.4845e-05,0,4312,5900,0,0,0
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.1,62,1,0.1,3.292e-05,2.7085e-05,0,4312,5996,0,0,0
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.1,63,1,0.1,4.4355e-05,3.344e-05,0,4312,6092,0,0,0
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.1,64,1,0.1,4.459e-05,3.3385e-05,0,4312,6188,0,0,0
SVD,11,7,7,1,0.1,0,0.1,0.1,0.1,1,1,0.1,0.00079257,0.0001004,5.93042134921678e-05,4312,712,0.0257113673624059,0,0.0257113673624059
SVD,11,7,7,1,0.1,0,0.1,0.1,0.1,1,2,0.1,0.000948095,0.0001462,1.0457728134945e-33,4312,1392,2.28983498828939e-16,0,2.28983498828939e-16
SVD,11,7,7,1,0.1,0,0.1,0.1,0.1,1,3,0.1,0.00080577,0.00015514,1.15991069262788e-33,4312,2072,3.60822483003176e-16,0.0479425538604203,0.0479425538604207
SVD,11,7,7,1,0.1,0,0.1,0.1,0.1,1,4,0.1,0.00099499,0.00021121,1.197739076991e-33,4312,2752,3.60822483003176e-16,0.0479425538604203,0.0479425538604207
SVD,11,7,7,1,0.1,0,0.1,0.1,0.1,1,5,0.1,0.00095934,0.000241035,1.22326198155794e-33,4312,3432,3.60822483003176e-16,0.0479425538604203,0.0479425538604207
SVD,11,7,7,1,0.1,0,0.1,0.1,0.1,1,6,0.1,0.000821845,0.00024158,1.22499096262183e-33,4312,4112,3.60822483003176e-16,0.0479425538604203,0.0479425538604207
SVD,11,7,7,1,0.1,0,0.1,0.1,0.1,1,7,0.1,0.00080542,0.000258005,1.2335096970653e-33,4312,4792,3.60822483003176e-16,0.0479425538604203,0.0479425538604207
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,1,1,0.1,4.97e-06,3.815e-06,0.00198367033041444,4312,140,0.170269860304151,0.0999573603041505,-0.0703125
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,2,1,0.1,5.42e-06,4.065e-06,0.00064505710615817,4312,236,0.121732664094272,-0.0611857890942719,0.060546875
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,3,1,0.1,6.35e-06,4.355e-06,0.000188298112195805,4312,332,0.0507015216667193,0.0963558185417193,0.045654296875
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,4,1,0.1,7.725e-06,5.375e-06,7.54145561206018e-05,4312,428,0.0559357022268249,-0.0157745694143249,0.0401611328125
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,5,1,0.1,7.49e-06,5.365e-06,1.80192669650836e-05,4312,524,0.0167392806735031,0.0991664810452469,0.11590576171875
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,6,1,0.1,8.635e-06,6.81e-06,5.700152208535e-06,4312,620,0.0135162686330749,-0.0157745694143249,-0.00225830078125
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,7,1,0.1,1.03e-05,1.142e-05,1.41572112354667e-06,4312,716,0.00734249601536264,-0.0157745694143249,-0.0231170654296875
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,8,1,0.1,9.295e-06,6.57e-06,4.18612499958409e-07,4312,812,0.00406344880885611,-0.0157745694143249,-0.0117111206054688
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,9,1,0.1,9.06e-06,7.175e-06,1.11755244079606e-07,4312,908,0.00214687833958139,-0.0157745694143249,-0.0179214477539062
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,10,1,0.1,9.775e-06,7.23e-06,3.06850284669935e-08,4312,1004,0.0013454770070983,-0.0157745694143249,-0.0144290924072266
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,11,1,0.1,9.92e-06,7.12e-06,5.52658685137759e-09,4312,1100,0.000461214389117198,0.0932039085967226,0.0936651229858398
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,12,1,0.1,1.1555e-05,8.05e-06,1.65836837033083e-09,4312,1196,0.000333628557391271,-0.0157745694143249,-0.0154409408569336
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,13,1,0.1,1.139e-05,8.355e-06,4.23286241051101e-10,4312,1292,0.000134863950543299,-0.0157745694143249,-0.0159094333648682
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,14,1,0.1,1.107e-05,8.445e-06,9.50049202456027e-11,4312,1388,5.06257039977163e-05,-0.0157745694143249,-0.0157239437103271
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,15,1,0.1,1.118e-05,8.945e-06,2.36977624729591e-11,4312,1484,2.88272874878794e-05,-0.0157745694143249,-0.0158033967018127
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,16,1,0.1,1.4895e-05,1.359e-05,6.19342507662466e-12,4312,1580,1.60550100279898e-05,-0.0157745694143249,-0.0157585144042969
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,17,1,0.1,1.886e-05,1.3365e-05,1.57675461423158e-12,4312,1676,7.45902233590182e-06,-0.0157745694143249,-0.0157820284366608
ZFP,11,7,7,1,0.1,0,0.1,0.1,0.4,18,1,0.1,1.9185e-05,1.3695e-05,3.96991364544412e-13,4312,1772,4.08937758933012e-06,-0.0157745694143249,-0.0157704800367355
