Algorithm Name,X,Y,Z,Frequency,Amplitude,Phase,Fx,Fy,Fz,ZFP Rate,SVD K,FFT Ratio,Mean Compress Time,Mean Decompress Time,Mean MSE,Original Size,Mean Compressed Size,Max Error,Max Error Original Value,Max Error Decompressed Value
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,1,,,2.28e-06,1.3e-06,0.00042759732086838,1568,76,0.0527657312762309,0.0644217687237691,0.1171875
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,2,,,2.38e-06,1.28e-06,9.40602307688221e-05,1568,108,0.0348323810417193,0.0963558185417193,0.0615234375
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,3,,,2.44e-06,1.3e-06,3.21472479952415e-05,1568,140,0.0224031273467226,0.0932039085967226,0.07080078125
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,4,,,2.8e-06,1.62e-06,9.58601456263701e-06,1568,172,0.0125386309915672,0.00998334166468282,0.02252197265625
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,5,,,3.56e-06,1.78e-06,2.8544791056942e-06,1568,204,0.00584820982874532,0.00998334166468282,0.0041351318359375
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,6,,,3.4e-06,1.96e-06,7.99224651756985e-07,1568,236,0.00364259683800896,0.029552020666134,0.025909423828125
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,7,,,3.34e-06,2.24e-06,2.11425001435964e-07,1568,268,0.00167493102015157,0.00998334166468282,0.00830841064453125
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,8,,,3.62e-06,1.922e-05,5.76781296602587e-08,1568,300,0.00138254883824687,0.00998334166468282,0.0113658905029297
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,9,,,4.24e-06,2.72e-06,1.43182995428493e-08,1568,332,0.00038937804163594,0.00998334166468282,0.00959396362304688
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,10,,,3.58e-06,2.36e-06,3.8090006519684e-09,1568,364,0.000338752298940231,0.00998334166468282,0.010322093963623
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,11,,,5.1e-06,3.58e-06,7.46022134514081e-10,1568,396,8.57211319179735e-05,0.0891207360061435,0.0892064571380615
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,12,,,5.88e-06,3.24e-06,1.98467230259739e-10,1568,428,4.7404795278122e-05,0.00998334166468282,0.0100307464599609
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,13,,,8.24e-06,5.98e-06,5.04037103550285e-11,1568,460,2.53724759926299e-05,0.00998334166468282,0.00995796918869019
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,14,,,9.02e-06,7.96e-06,1.15552931341879e-11,1568,492,1.18059527445674e-05,0.0644217687237691,0.0644335746765137
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,15,,,1.088e-05,9.16e-06,3.34723142973924e-12,1568,524,7.71459997792046e-06,0.00998334166468282,0.0099756270647049
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,16,,,1.146e-05,7.52e-06,7.28837084729084e-13,1568,556,3.00678550105293e-06,0.00998334166468282,0.00998634845018387
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,17,,,1.194e-05,8.26e-06,1.93061482037918e-13,1568,588,1.58277214665214e-06,0.00998334166468282,0.00998175889253616
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,18,,,1.226e-05,6.28e-06,4.64852299323986e-14,1568,620,7.75336612274247e-07,0.00998334166468282,0.00998411700129509
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,19,,,9.04e-06,6.86e-06,1.25591132757723e-14,1568,652,4.18618928382797e-07,0.00998334166468282,0.00998292304575443
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,20,,,7.3e-06,5.06e-06,2.93598329333232e-15,1568,684,1.53600293793105e-07,0.029552020666134,0.0295521742664278
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,21,,,7.54e-06,8.74e-06,9.16395917175218e-16,1568,716,1.66230510662002e-07,0.00998334166468282,0.00998317543417215
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,22,,,6.54e-06,4.9e-06,1.79392865953548e-16,1568,748,4.44631601537182e-08,0.0389418342308651,0.0389417897677049
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,23,,,9.56e-06,7.64e-06,5.60244231852415e-17,1568,780,3.31095901529022e-08,0.00998334166468282,0.00998330855509266
ZFP,4,7,7,1,0.1,0,0.1,0.1,0.1,24,,,8.7e-06,7.18e-06,1.37522416739375e-17,1568,812,1.3543850069242e-08,0.00998334166468282,0.00998335520853288
