Algorithm Name,X,Y,Z,Frequency,Amplitude,Phase,Fx,Fy,Fz,ZFP Rate,SVD K,FFT Ratio,Mean Compress Time,Mean Decompress Time,Mean MSE,Original Size,Mean Compressed Size,Max Error,Max Error Original Value,Max Error Decompressed Value
ZFP,12,7,7,1,0.1,0,0.1,0.1,0.1,1,,,9.74e-06,6.54e-06,0.000258255866290263,4704,140,0.0690120685417193,0.0963558185417193,0.02734375
ZFP,12,7,7,1,0.1,0,0.1,0.1,0.1,2,,,9.58e-06,6.74e-06,0.000103123854212285,4704,236,0.0427340172561435,0.0891207360061435,0.04638671875
ZFP,12,7,7,1,0.1,0,0.1,0.1,0.1,3,,,1.82e-05,1.344e-05,2.76362776909199e-05,4704,332,0.0205934331502483,0.0783326909627483,0.0577392578125
ZFP,12,7,7,1,0.1,0,0.1,0.1,0.1,4,,,9.46e-06,8.26e-06,1.06384652876959e-05,4704,428,0.0231204998176557,0.0963558185417193,0.119476318359375
ZFP,12,7,7,1,0.1,0,0.1,0.1,0.1,5,,,1.106e-05,9.92e-06,2.85077745586176e-06,4704,524,0.0072790037567672,0.0479425538604203,0.0552215576171875
ZFP,12,7,7,1,0.1,0,0.1,0.1,0.1,6,,,1.718e-05,1.294e-05,6.75539088674529e-07,4704,620,0.00347562825964729,0.029552020666134,0.0330276489257812
ZFP,12,7,7,1,0.1,0,0.1,0.1,0.1,7,,,1.004e-05,7.7e-06,1.68521674187519e-07,4704,716,0.00228538397140682,0.0963558185417193,0.0940704345703125
ZFP,12,7,7,1,0.1,0,0.1,0.1,0.1,8,,,1.58e-05,1.008e-05,4.79920873871683e-08,4704,812,0.00104009469917579,0.0932039085967226,0.0942440032958984
ZFP,12,7,7,1,0.1,0,0.1,0.1,0.1,9,,,1.582e-05,1.17e-05,1.1737192584151e-08,4704,908,0.000709914000703693,0.0963558185417193,0.0956459045410156
ZFP,12,7,7,1,0.1,0,0.1,0.1,0.1,10,,,1.24e-05,1.138e-05,2.84478106702596e-09,4704,1004,0.000209770563114085,0.029552020666134,0.029761791229248
ZFP,12,7,7,1,0.1,0,0.1,0.1,0.1,11,,,1.762e-05,1.26e-05,8.91307224488144e-10,4704,1100,0.00017847898788631,0.0963558185417193,0.096177339553833
ZFP,12,7,7,1,0.1,0,0.1,0.1,0.1,12,,,2.586e-05,1.134e-05,1.67763914739459e-10,4704,1196,5.99395912152523e-05,0.0963558185417193,0.0964157581329346
ZFP,12,7,7,1,0.1,0,0.1,0.1,0.1,13,,,1.62e-05,1.736e-05,4.83019810100483e-11,4704,1292,3.72755844134098e-05,0.0963558185417193,0.0963185429573059
ZFP,12,7,7,1,0.1,0,0.1,0.1,0.1,14,,,2.536e-05,1.654e-05,1.13539445793705e-11,4704,1388,1.58321540814632e-05,0.0963558185417193,0.0963716506958008
ZFP,12,7,7,1,0.1,0,0.1,0.1,0.1,15,,,1.878e-05,1.022e-05,3.17917991791541e-12,4704,1484,1.02150756853825e-05,0.0963558185417193,0.0963456034660339
ZFP,12,7,7,1,0.1,0,0.1,0.1,0.1,16,,,1.498e-05,1.248e-05,7.37203451612515e-13,4704,1580,4.27921367256168e-06,0.0479425538604203,0.0479468330740929
ZFP,12,7,7,1,0.1,0,0.1,0.1,0.1,17,,,1.678e-05,1.276e-05,1.99923109773918e-13,4704,1676,1.87382102012634e-06,0,-1.87382102012634e-06
ZFP,12,7,7,1,0.1,0,0.1,0.1,0.1,18,,,1.644e-05,1.226e-05,4.9543491030314e-14,4704,1772,1.35195069134175e-06,0.0963558185417193,0.0963571704924107
ZFP,12,7,7,1,0.1,0,0.1,0.1,0.1,19,,,1.47e-05,1.422e-05,1.10689293737678e-14,4704,1868,4.4523821614989e-07,0.0564642473395035,0.0564646925777197
